ID карточки    ;Наименование    ;№ в реестре    ;Дата обнаружения    ;Вид объекта    ;Категория земель    ;Муниципальное образование    ;Местоположение    ;Долгота    ;Широта    ;Тип отходов    ;Площадь, га    ;Объем, м3    ;Отметка о ликвидации    ;Дата ликвидации    ;Примечание    ;Прикреплённые файлы    
741;Захламление (17.05.2024) (9-741) (с.п. СалымКП);9-741;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. СалымКП;71.443611145019531;60.054164886474609;рядом с КП захламлено бытовым мусором. Информационный щит на КП отсутствует.;;0.5;нет;;;
653;Захламление (06.05.2024) (9-653) (с.п. Сентябрьский, территория примыкающая к контейнерной площадке рядом с домом № 54);9-653;06.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Сентябрьский, территория примыкающая к контейнерной площадке рядом с домом № 54 ;72.209136962890625;60.49224853515625;ТКО;0.001;2;да;21.07.2024;снята рапортом от 21.07.2024;рапорт от 21.07.2024 (снятие).pdf
803;Захламление (31.05.2024) (9-803) (Дальний причал (ЗУ с КН 86:14:0102001:4));9-803;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;Дальний причал (ЗУ с КН 86:14:0102001:4);64.717552185058594;60.158805847167969;ЖБИ;0.0025000000000000001;80;нет;;;
727;Захламление (17.05.2024) (9-727) (с.п. СалымКП №24 ул. Приозерная);9-727;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. СалымКП №24 ул. Приозерная ;71.464057922363281;60.072528839111328;ТКО;;2;да;29.07.2024;"ЛИКВИДИРОВАНА 29.07.2024
Выезд вне 248 -ФЗ от 29.07.2024 №2140825-9-90""
";
790;"Захламление (21.05.2024) (9-790) (ДНТ ""Монтажник"")";9-790;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"ДНТ ""Монтажник""";60.108890533447266;64.799079895019531;ТКО;0.0015;2;нет;;"N60° 06' 32.0"" E64° 47' 56.7""
";
565;Захламление (18.10.2023) (168) (мкр.Аэропорт, возле гостиницы Виаль);168;18.10.2023;Захламление;Земли населенных пунктов;г.Урай;мкр.Аэропорт, возле гостиницы Виаль;64.820083618164062;60.119472503662109;автомобильной резиной, деревянные доски, металлом. ;0.00089999999999999998;4.9000000000000004;да;18.09.2024;Акт, подтверждающий ликвидацию: от 18.09.2024 № 2147177-6-60;
529;Свалка по ПП РФ № 542 (25.05.2023) (2) (в  квартале 337 выделе 87 Нижневартовского ТО – лесничества, Нижневартовского УЛ,  Нижневартовского урочища (район куста № 1786Б Самотлорского месторождения));2;25.05.2023;Свалка по ПП РФ № 542;Земли лесного фонда;Нижневартовский район;в  квартале 337 выделе 87 Нижневартовского ТО – лесничества, Нижневартовского УЛ,  Нижневартовского урочища (район куста № 1786Б Самотлорского месторождения);76.831920999999994;61.141699000000003;отходы производства и потребления: металлолом, железные бочки, трансформатор, транспорт,пластмасса, отработанные шины, обрезки труб  ;0.69999999999999996;600;нет;;N 61.141699 E 76.831921            N 61.140954 E 76.831517          N 61.141739 E 76.829282,     N 61.141707 E 76.829312,     N 61.141180 E 76.829478      N 61.142213 E 76.829124         N 61.141987 E 76.832090,     N 61.143102 E 76.830823,     N 61.143113 E 76.830486   Исковое заявление Прокуратуры Нижневартовского района к Депнедрам и природным ресурсам Югры от 02.05.2024 №08-04-2024 в Ханты-Мансийский районный суд, о ликвидации МНРО ;"31-02-6886_07_07_2023_EDS_Извещение.DOCX.pdf
31-02-6886_07_07_2023_Выписки_из_акта_и_фототаблицы.pdf
Рапорт изв. 6886.pdf
Фототаблица  Изв 6886.pdf
Иское заявление от 02.05.2024 №08-04-2024 о ликвидации МНРО на ЗЛФ к Департаменту.pdf"
827;Захламление (31.05.2024) (9-827) (СОНТ «Нефтяник-5»);9-827;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;СОНТ «Нефтяник-5»;64.700942993164062;60.125057220458984;Строительный мусор;0.001;40;нет;;;
446;"Захламление (05.09.2023) (9-446) (№13 за зданием ООО ""Нефтедорстрой"" промбаза)";9-446;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№13 за зданием ООО ""Нефтедорстрой"" промбаза";64.726913452148438;60.136859893798828;шины;0.0001;0.20000000000000001;нет;;;
377;Свалка по ПП РФ № 542 (25.06.2020) (2) (с. Селиярово);2;25.06.2020;Свалка по ПП РФ № 542;Земли населенных пунктов;Ханты-Мансийский район;с. Селиярово;70.338661193847656;61.294891357421875;Металолом;0.34999999999999998;;да;31.05.2024;;июнь 2024 Селиярово до-после.docx
702;Захламление (15.05.2024) (9-702) (с.п. Салым, КП №9 ул. Дорожников);9-702;15.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №9 ул. Дорожников ;71.462638854980469;60.056835174560547;строительные отходы, бытовой мусор и т.п.;;7;нет;;;
442;"Захламление (05.09.2023) (9-442) (№9 за зданием ООО ""Нефтедорстрой"" промбаза)";9-442;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№9 за зданием ООО ""Нефтедорстрой"" промбаза";64.726028442382812;60.137001037597656;шины;0.00040000000000000002;2;нет;;;
729;Захламление (17.05.2024) (9-729) (с.п. СалымКП №28 ул. Северная);9-729;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. СалымКП №28 ул. Северная ;71.45294189453125;60.060611724853516;отходы мебели, строительные отходы, бытовые отходы, растительный мусор и т.п.;;5;нет;;"
";
681;Захламление (28.05.2024) (9-681) (гп Пойковский микрорайон СУ-905);9-681;28.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;гп Пойковский микрорайон СУ-905;71.8858642578125;61.005084991455078;факт захламления вокруг контейнерной площадки твердыми коммунальными отходами, предметами мебели, строительными отходами;0.00059999999999999995;2;да;03.07.2024;;
397;"Захламление (13.09.2023) (9-397) (проезд №9 (п.2) (район СОНТ ""Птицевод""))";9-397;13.09.2023;Захламление;Земли населенных пунктов;г.Урай;"проезд №9 (п.2) (район СОНТ ""Птицевод"")";64.716941833496094;60.1417236328125;полиэтл.упаковка;0.0001;0.029999999999999999;нет;;Акт № 2102174-6-60 от 13.09.2023г. Извещение № 31-06-1234 от 19.09.2023;
739;"Захламление (17.05.2024) (9-739) (с.п. Салым""КП ул. 45 лет Победы, д.3А, д.5"")";9-739;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;"с.п. Салым""КП ул. 45 лет Победы, д.3А, д.5""";71.472221374511719;60.079723358154297;рядом с КП образуется скопление КГО (отходы мебели). Информационный щит на КП отсутствует.;;3;нет;;;
782;Захламление (20.05.2024) (9-782) (пгт. Куминский (п.1));9-782;20.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт. Куминский (п.1);65.943305969238281;58.796806335449219;Строительный мусор, автомобильные покрышки, ТКО, КГО, порубочные остатки;0.13;300;нет;;;
510;"Захламление (07.01.2024) (9-510) (территории в районе жилых домов №№ 42 и 43, 8 ""А""мкр.)";9-510;07.01.2024;Захламление;Земли населенных пунктов;г.Нефтеюганск;"территории в районе жилых домов №№ 42 и 43, 8 ""А""мкр.";72.640098571777344;60.095680236816406;ТКО;0.00059999999999999995;-;да;24.01.2024;;
687;Захламление (28.05.2024) (9-687) (гп Пойковский в районе ул. Автомобилистов, напротив дома №1А);9-687;28.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;гп Пойковский в районе ул. Автомобилистов, напротив дома №1А;71.922470092773438;61.001972198486328;факт захламления твердыми коммунальными отходами, строительными отходами, мешками с неизвестным содержимым ;0.01;10;да;23.06.2024;;
852;Захламление (21.05.2024) (9-852) (мкр. Солнечный, ул. Ивана Свиридова);9-852;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;мкр. Солнечный, ул. Ивана Свиридова;60.116527557373047;64.732696533203125;ЖБИ;0.02;5;нет;;"N60° 06' 59.5"" E64° 43' 57.7""
";
502;Свалка по ПП РФ № 542 (06.06.2023) (9-502) (территории в районе взлетной полосы г. Нефтеюганск);9-502;06.06.2023;Свалка по ПП РФ № 542;Земли населенных пунктов;г.Нефтеюганск;территории в районе взлетной полосы г. Нефтеюганск;72.647552490234375;61.110553741455078;производственные (автомобильные покрышки);0.02;0;да;18.10.2024;"N 61˚06ʹ53,7ʺ Е 72˚38ʹ35,5ʺ; N 61˚06ʹ54,5ʺ Е 72˚38ʹ34,5ʺ; N 61˚06ʹ56,2ʺ Е 72˚38ʹ33,1ʺ; N 61˚06ʹ54,5ʺ Е 72˚38ʹ34,5ʺ; N 61˚07ʹ2,101Е 72˚38ʹ27,585ʺ; N 61˚06ʹ57,1ʺ Е 72˚38ʹ32,051ʺ; N 61˚06ʹ56,9 ʺ Е 72˚38ʹ31,9ʺ;В конце взлетной полосы в координатах N 61˚06ʹ57,497ʺ Е 72˚38ʹ32,039; N 61˚07ʹ07,005ʺ Е 72˚38ʹ22,804 , в канаве с водой при выходе на взлетную полосу в координатах N 61˚06ʹ27,6ʺ Е 72˚38ʹ55,2, в лесопосадке в координатах N 61˚06ʹ25,7ʺ Е 72˚38ʹ47,3ʺ, и в яме в начале взлетной полосы в координатах N 61˚05ʹ55,5 ʺ Е 72˚39ʹ38,1ʺ. Передано в Нефтеюганскую межрайонную прокуратуру (Исх. № 31.01-Исх-1716 от 09.11.2023)     
";
708;Захламление (17.05.2024) (9-708) (с.п. Салым, КП №20 ул. Молодежная, 2);9-708;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. Салым, КП №20 ул. Молодежная, 2 ;71.475830078125;60.079082489013672;отходы мебели, строительные отходы, бытовые отходы и т.п.;;5;нет;;;
614;"Захламление (19.09.2023) (160) (СОНТ «Геолог-2» г.Урай (т.842) N60° 09' 18.6"" E64° 40' 25.4"",)";160;19.09.2023;Захламление;Земли населенных пунктов;г.Урай;"СОНТ «Геолог-2» г.Урай (т.842) N60° 09' 18.6"" E64° 40' 25.4"",";64.673721313476562;60.155166625976562;ТКО;0.0112;4;да;14.06.2024;Акт осмотра территории от 14.06.2024 №2134109-6-60 (захламление ликвидировано);"Акт обследования территории 2134109-6-60 от 14.06.2024.pdf
Фототаблица к Акту №2134109-6-60.pdf"
460;"Захламление (05.09.2023) (9-460) (№27 за зданием ООО ""Нефтедорстрой"" промбаза)";9-460;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№27 за зданием ООО ""Нефтедорстрой"" промбаза";64.7218017578125;60.136138916015625;шины;0.00020000000000000001;1;нет;;;
481;Свалка по ПП РФ № 542 (04.10.2011) (6) (Советский ТО - лесничество, Торское у.л, Хуранское урочище, квартал 733, выдел 22);6;04.10.2011;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;Советский ТО - лесничество, Торское у.л, Хуранское урочище, квартал 733, выдел 22;63.178569793701172;61.922031402587891;Твердые коммунальные отходы;0.84999999999999998;150;нет;;В октябре по поручению № 212/2022 -Э от 04.10.2022 актуализировали площадь. Уменьшилась  на 1,15  ( была 2)  Отчёт № 2069437-5-50 от 13.10.2022.  СПИ выносит требования об исполнении решения,   Вручено требование о явке главе администрации советского района для предупреждения по ст. 315 УК РФ. 19.02.24,  направлено требование о предоставлении информации о проделанной работе за 2023 год, вынесено постановление о назначении нового срока исполнения  В период с 2017 по 2023 гг. привлекает к административной ответственности по  по ч. 1,2 ст. 17.15КоАП РФ 12 раз в виде штрафа на общую сумму 500 т.р       (Ответ на запрос № 31.05-Вх-156-158 от 19.02.2024 ) 02.04.24 Исх. № 202-06-164-2024 ( Вх. № 31.05-Вх-316)   Югорский СО СК РФ на запрос от 28.03.2024  № 31.05-Исх-281 направил постановление об отказе в возбуждении уголовного дела по ст. 3115 УК РФ по материалу процессуальной проверки КРСоП № 361пр-19 от 07.08.2019 (о/м № 145 от 08.03.24). Согласно ответа от 05.04.24 № 86016/24/119741 на запрос 31.05-225 от 18.03.24  составлено 12 протоколов (вынесено 12 постановлений) . 15.02.24 направлено извещение о явке к СПИ для дачи объяснения и явке на прием, предупреждения об угол.ответ-ти по ст. 315 УК РФ. Глава не явился в связи с временной нетрудоспособностью.;"Решение Советского районного суда № 2-233-2012 от 25.06.2012.pdf
Постановление о принятии ИП к исполнению по делу № 2-233-2012 от 27.04.2024.pdf"
452;"Захламление (05.09.2023) (9-452) (№19 за зданием ООО ""Нефтедорстрой"" промбаза)";9-452;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№19 за зданием ООО ""Нефтедорстрой"" промбаза";64.72216796875;60.137474060058594;ТКО, шины, ЖБИ;0.001;4;нет;;;
509;Свалка по ПП РФ № 542 (10.09.2019) (9-509) (старая городская свалка МО г. Пыть-Ях (выведена  из эксплуатации, но не рекультивирована));9-509;10.09.2019;Свалка по ПП РФ № 542;Земли населенных пунктов;г.Пыть-Ях;старая городская свалка МО г. Пыть-Ях (выведена  из эксплуатации, но не рекультивирована) ;72.824752807617188;60.792751312255859;ТКО;9.2741000000000007;0;нет;;"МО « г.Пыть-Ях »   в 2009г.не предоставлен  отчет  по форме «Инвентаризационная  ведомость» 
на старую городскую свалку ТБО г.Пыть-Яха , ссылаясь на то, что  МО  «  г. .Пыть-Ях «  по обязательствам  МУП ЖКХ не  отвечает .  Старая городская свалка ТБО   выведена из эксплуатации, но нерекультивирована. Участок под данный  объект  был предоставлен   МУП  ЖКХ  г.Пыть-Яха  в 1996 году  из земель  Нефтеюганского  лесхоза  сроком на 5 лет ; 28.11.2000 г. МУП ЖКХ   признано несостоятельным  (банкротом) , предприятие ликвидировано.
Обследование от 10.09.2019  в рамках поручения № 388/2019-Э. На момент осмотра работы по ликвидации  не ведутся.      14.05.2020 Нефтеюганским управлением Природандзора Югры в адрес Главы г. Пыть - Ях напрапвлен запрос о предоставлении актуальной информации о мерах направленных на ликвидацию места несанкционированного размещения отходов по объекту ""Старая городская свалка ТБО г. Пыть-Яха"" (31.01-Исх-482). 16.06.2020г получена информация за подписью заместителя главы города Пыть-Ях Серикова С.Е., о том  что данная несанкционированная свалка расположена в границах м.о. Нефтеюганского района (Исх-УД-4113 от 16.06.2020).       Необходим выезд с целью уточнения площади, состояния и принадлежности данной свалки.04.09.2020 осуществлен  выезд с целью  уточнения площади, состояния и принадлежности данной свалки (осуществляется завоз бытовых и производственных отходов, уточнена площадь и категория земель). В ТО-Нефтеюганское лесничество и администрацию Нефтеюганского района направлены письма о предоставлении информации о пользователях земельного участка за период до 2010 года и после 2010 года.  ";
660;Захламление (16.05.2024) (9-660) (в районе ООО «Вэлл Сервис»);9-660;16.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;в районе ООО «Вэлл Сервис»;72.665000915527344;61.160640716552734;Строительные и производственные отходы;0.002;5;да;05.07.2024;;
393;Свалка по ПП РФ № 542 (30.05.2023) (9-393) (кв 622 выдел 8,10,11,69  Угутское участковое лесничество Юганский ТО -лесничество);9-393;30.05.2023;Свалка по ПП РФ № 542;Земли лесного фонда;Сургутский район;кв 622 выдел 8,10,11,69  Угутское участковое лесничество Юганский ТО -лесничество;"73° 49' 01.4"" ";"60° 17' 22.9""";ТБО;0.0025000000000000001;300;нет;;"60° 17' 22.9"" 73° 49' 01.4"" 
60° 17' 23.3"" 73° 49' 01.8""
60° 17' 22.9"" 73° 49' 02.8""       60° 17' 23.2"" 73° 49' 03.6""
60° 17' 23.5"" 73° 49' 03.4""
60° 17' 24.3"" 73° 49' 02.7""
60° 17' 24.6"" 73° 49' 02.2""
60° 17' 24.4"" 73° 49' 01.0""
60° 17' 23.9"" 73° 49' 00.8""
60° 17' 23.5"" 73° 49' 01.3""
из депнедра поступило письмо с просьбой перенести срок проведения извещения на 2024 год по причине малого уровня воды";"акт и задание.pdf
извещение.pdf
приложение к письму о выдаче извещения.pdf
материал по Каюково.pdf
точки свалки.txt"
432;Свалка по ПП РФ № 542 (25.05.2017) (103) (кв. 39  выд. 10, 1 1 Пионерское урочище, Пионерское уч. лесн.  Советского ТО-лесничество);103;25.05.2017;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;кв. 39  выд. 10, 1 1 Пионерское урочище, Пионерское уч. лесн.  Советского ТО-лесничество;62.816318511962891;61, 21146;вторичное сырье от производства лесопиления(горбыль, опил);3.5;13000;нет;;Проведен осмотр вышеуказанной территории на предмет наличия  свалок 25.05.2017.  Результаты  осмотра территории   от 25.06.2017 №05-211/2017  направлены в ТО - Советское лесничество для принятия мер (письмо исх. №31.05-1548 от 23.06.2017). Повторно проведен осмотр территории  14.12.2017 акт №05-518/201. Возбуждено дело об административном правонарушении № 05-222/2018, проведено административное расследование. Вынесено постановление о прекращении производства по делу об АП.  Акт патрулирования № 05-224/2018 от 20.06.2018. Департаменту недропользования и природных ресурсов ХМАО – Югры выдано извещение о ликвидации загрязнения лесов отходами лесопиления № 31-02-6630 от 27.08.2018. Срок ликвидации 30.11.2018г.  Службой 05.09.2022 № 31-02-6992 направлено исковое заявление в Югорскую межрайонную прокуратуру о понуждении Депнедра к ликвидации МНРО на землях лесного фонда. 18.03.2021 ЮМП внесено представление Депнедрам об устранении нарушений закона.;
429;Свалка по ПП РФ № 542 (22.05.2024) (220) (п. Пионерский, в районе д.2 ул. Одесская);220;22.05.2024;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;п. Пионерский, в районе д.2 ул. Одесская;62.873741149902344;61.195789337158203;строительные отходы, твердые коммунальные отходы;0.002;10;да;04.10.2024;"г.п. Пионерский 05.09.2017 акт осмотра №05-342/2017. в адрес администрации г.п. Пионерский предписание №05-342/2027 от 05.09.2017 ,отходы от разрушенного дома, хозяйственных построек
квартира в собственности- Согласно договора аренды от 17.02.1995 № 806  передан участок под квартиру на период проживания по данному адресу. в адрес администрации г.п. Пионерский предписание №05-342/2027 от 05.09.2017 ,";
472;"Захламление (05.09.2023) (9-472) (граница ГК ""Трассовик"")";9-472;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"граница ГК ""Трассовик""";64.8165283203125;60.115581512451172;ТКО;0.00059999999999999995;8;нет;;;
560;Захламление (31.05.2024) (108) (ул.Звездная в северо-восточном направлении №9);108;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;ул.Звездная в северо-восточном направлении №9;64.732666015625;60.111751556396484;ТКО, шины;0.00089999999999999998;3;нет;;;
785;"Захламление (31.05.2024) (9-785) (СНТ ""Заречное"")";9-785;31.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СНТ ""Заречное""";64.816886901855469;60.150196075439453;ТКО, КГО;0.00050000000000000001;10;нет;;;
525;Свалка по ПП РФ № 542 (01.11.2011) (10) (г.п. Коммунистический ТО-Советское лесничество, Самзасское у.л., Самзасское ур., кв. 106 выд. 2);10;01.11.2011;Свалка по ПП РФ № 542;Земли лесного фонда;Советский район;г.п. Коммунистический ТО-Советское лесничество, Самзасское у.л., Самзасское ур., кв. 106 выд. 2  ;64.518798828125;61.673610687255859;ТБО;3;183;нет;;"Проведено обследование в августе 2011г. Выявлено нарушение по ст. 55  №200-ФЗ ""Лесной кодекс"", по ст. 39  №7-ФЗ ""Об охране окружающей среды"". Вынесены постановления на общую сумму 2500 руб. на должностное лицо. Выдано обязательное предписание , срок устранения нарушения до 01.11.2011г. Предписание выполнено. Замечания устранены.                        При обследовании 20.12.2013г. выявлено нарушение  ч. 1  ст. 8.31 КоАП РФ (захламление территории) Составлен протокол.  Выдано предписание  (срок до 27.12.2013.). При проведении проверки 27.12.2013г. установлено, чо захламление прилегающей территории ликвидировано. Предписание выполнено. В ЮМП   с сопроводительным письмом от 04.03.2015г. исх. №31.05- 532 переданы материалы о понуждении администрации Советского района к исполнению требований природоохранного законодательства: прекратить использование лесного участка для размещения отходов производства и потребления. Согласно письма  ЮМП от 03.04.2015г. №14/1060- 14/1004   в Советский районный суд направлено иско вое заявление о понуждении административции Советского района утилизировать  отходы производства и потребления и осуществить рекультивацию  указанного земельного участка.                                   Решением Советского районного суда ХМАО - Югры от 20.05.2015г.  № 2-470/2015 на администрацию Советского района возложена обязанность ликвидировать свалку в срок до 01.11.2015г.  Администрация Советского района 03.11.2015г. обратилась в Советский рай. суд  с заявлением об отсрочке исполнения решения суда до 01.07.2016г. Определением Советского районого суда от 17.11.2015г. в удовлетворении заявления  отказано. Направлен запрос в ЮМП о ходе исполнительного производства от 08.07.2016 г исх.№ 31.05-1869.                                                       ИП 32936/15/86016 от 16.12.2015 СПИ выносит требования об исполнении решения,  привлекает к административной ответственности    по ч. 1,2 ст. 17.15 КоАП РФ . 16.02.2024 направлено требование о предоставлении информации о проделанной работе за 2023 год, вручено требование о явке главе администрации советского района.19.02.24 вынесено постановление о назначеии нового срока исполнения до 29.03.24 г.СП выставлено требование в срок до 29 июля 2016 ликвидировать свалку. ИП 32936/15/86016 от 16.12.2015.  В период с 2017 по 2023 гг. СПИ привлек  15 раз к  к административной ответственности в виде штрафа на общую сумму 670 т.р. (Ответ на запрос № 31.05-Вх-157). 02.04.24 Исх. № 202-06-164-2024 ( Вх. № 31.05-Вх-316)   Югорский СО СК РФ на запрос от 28.03.2024  № 31.05-Исх-281 направил постановление об отказе в возбуждении уголовного дела по ст. 3115 УК РФ по материалу процессуальной проверки КРСоП № 425пр-2019 от 16.09.2019 (о/м № 171 от 08.03.24). Согласно ответа от 05.04.24 № 86016/24/117969 на запрос 31.05-225 от 18.03.24  в период с 31.03.2017 по 12.10.2023 составлено 15 протоколов (вынесено 15 постановлений) . 11.03.24 направлено постановление о назначении нового срока до 30.04.24 организовать утилизаи с неявкой (временно нетрудоспособен). цию промотходов. Действующий глава администрации об уголовной ответственности по ст. 315 УК РФ не предупреждался,  в связ31.01.2025 Определением Советского районного суда № 13-23/2025 в удовлетворении заявления администрации Совет. района об отсрочке исполнения решения ОТКАЗАНО";"Решение ССП.pdf
отказ в отсрочке от 31.01.25.pdf
Жалоба в суд ХМАО об отказе в отсрочке от 06.02.25.pdf
Определение суда ХМАО  отказ  в отсрочке 31.05-Вх-179 от 25.03.25.pdf"
457;"Захламление (05.09.2023) (9-457) (№24 за зданием ООО ""Нефтедорстрой"" промбаза)";9-457;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№24 за зданием ООО ""Нефтедорстрой"" промбаза";64.721054077148438;60.136390686035156;шины, деревянные отходы;0.0011999999999999999;2;нет;;;
422;Свалка по ПП РФ № 542 (10.04.2023) (819) (г.п. Пионерский, ул. Заводская, д. 4);819;10.04.2023;Свалка по ПП РФ № 542;Земли населенных пунктов;Советский район;г.п. Пионерский, ул. Заводская, д. 4;62.871559143066406;61.203151702880859;строительные отходы, твердые коммунальные отходы;0.01;30;нет;;"Отчёт № 2087103-5-50 от 10.04.2023 осмотра территории по поручению  № 32/2023-Э, исх. № 31-02-3145 от 07.04.2023 , согласно обращения Такунцева Д.А. (КО № 01-ОГ-2783 от 03.04.2023)  В адрес администрации п. Пионерский направлено извещение  31.05-Исх-444 20.04.2023 Срок по извещению продлен до 01.09.23. 06.09.23  исх. № 31.05-1284 в ЮМП направлены материалы для обращения с исковым заявлением в суд.                                        12.09.23 Исх. № 08-03-2023 ЮМП направлено исковое заявление в Советский районный суд. 
Решение Советского районного суда от 27.12.2023 2а-1021-2023 ";
610;Захламление (24.10.2018) (2) (Нижневартовский район, с.п. Покур);2;24.10.2018;Захламление;Земли запаса;Нижневартовский район;Нижневартовский район, с.п. Покур;75.481277465820312;61.012748718261719;Лом железобетонных конструкций;;;нет;;Представление Прокуратуры Нижневартовского района №07-05-2023 от 22.08.2023 ;
602;Захламление (06.09.2023) (8 (2)) (Советский район, г.п. Агириш, ул. Винницкая, д.3);8 (2);06.09.2023;Захламление;Земли населенных пунктов;Советский район;Советский район, г.п. Агириш, ул. Винницкая, д.3;63.019180297851562;61.929389953613281;Строительный мусор, отходы древесины;0;0;нет;;ОТЧЕТ № 2102167-5-50 О ПРОВЕДЕНИИ ОСМОТРА ТЕРРИТОРИИ, УКАЗАННОЙ В ОБРАЩЕНИИ ГРАЖДАН от 11.09.23 На основании поручения и.о. руководителя Службы А.А. Бирюкова,                  исх. от 01.09.2023 № 31-02-8879 с приложением обращения гражданина Такунцева Д.А., поступившего из аппарата Губернатора ХМАО-Югры   (РК № 01-ОГ-6985 от 22.08.2023) проведен осмотр ветхих расселенных домов с размещенными вблизи них местами несанкционированного размещения отходов на территории г.п. Агириш передано в ЮМП 28.11.23 № 31.05-1736. Согласно представления об устранении нарушений законодательства от 29.12.2023 № 07-16-2023/Прдп262-23-20711016  в срок до 01.05.2024 ликвидировать свалки отходов, представляющие собой разрушенные многоквартирные дома и дворовые бесхозные постройки.;Извещение о ликвидации МНРО в г.п. Агириш от 13.09.2023.pdf
818;"Захламление (21.05.2024) (9-818) (ДНТ ""Монтажник"")";9-818;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"ДНТ ""Монтажник""";60.109027862548828;64.801971435546875;;0;0;нет;;"N60° 06' 32.5"" E64° 48' 07.1""
";
808;"Захламление (21.05.2024) (9-808) (ДНТ ""Монтажник"")";9-808;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"ДНТ ""Монтажник""";60.109695434570312;64.805831909179688;ТКО, автомобильные шины;0.050000000000000003;5;нет;;"N60° 06' 34.9"" E64° 48' 21.0""
";
435;"Захламление (05.09.2023) (9-435) (№2 за зданием ООО ""Нефтедорстрой"" промбаза)";9-435;05.09.2023;Захламление;Земли населенных пунктов;г.Урай;"№2 за зданием ООО ""Нефтедорстрой"" промбаза";64.726280212402344;60.136611938476562;шины, ЖБИ;0.00020000000000000001;0.80000000000000004;нет;;;
736;Захламление (17.05.2024) (9-736) (с.п. СалымКП №11 ул. Новая);9-736;17.05.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;с.п. СалымКП №11 ул. Новая ;71.45013427734375;60.075279235839844;бытовые отходы, канистры, мешки, растительный мусор и т.п.;;3;нет;;;
842;"Захламление (21.05.2024) (9-842) (СОТ ""Лесозаготовитель"")";9-842;21.05.2024;Захламление;Земли населенных пунктов;г.Урай;"СОТ ""Лесозаготовитель""";60.099723815917969;64.743141174316406;Древесные отходы;0.0050000000000000001;10;нет;;"N60° 05' 59.0"" E64° 44' 35.3""
";
578;"Захламление (12.07.2023) (8) (ГСК «Лесное"", КН 86:11:0202001:7544)";8;12.07.2023;Захламление;Земли населенных пунктов;г.Нижневартовск;"ГСК «Лесное"", КН 86:11:0202001:7544";76.71044921875;60.951358795166016;отходы производства и потребления ;2.5;0;нет;;60.951357 76.710453,   60.951251 76.709471,  60.951696 76.707819,   60.952129 76.706618,  60.953084 76.707063,   60.953563 76.708248,   60.953190 76.710427,   60.953591 76.711254,   60.953641 76.711126,   60.954043 76.711510,   60.954082 76.712388,   60.953857 76.712354.;"Извещение 31.02-исх-820 от 17.07.2023.pdf
приложение к извещению 820.pdf"
677;"Захламление (11.07.2024) (9-677) (Олений Остров ТСН ""Недра"")";9-677;11.07.2024;Захламление;Земли населенных пунктов;Нефтеюганский район;"Олений Остров ТСН ""Недра""";72.807083129882812;61.141334533691406;строительные отходы;0.00059999999999999995;2;нет;;;Письмо в администрацию городского округа Нефтеюганск.pdf
774;Захламление (28.05.2024) (9-774) (пгт.Междуреченский, ул.Солнечная);9-774;28.05.2024;Захламление;Земли населенных пунктов;Кондинский район;пгт.Междуреченский, ул.Солнечная;65.910385131835938;59.582248687744141;ТКО, строительный мусор;0.002;15;нет;;;
596;Свалка по ПП РФ № 542 (01.06.2019) (9-596) (1 км от п. Сорум);9-596;01.06.2019;Свалка по ПП РФ № 542;Земли населенных пунктов;Белоярский район;1 км от п. Сорум ;69.041694641113281;64.20513916015625;ТКО;1.5;10255.76;нет;31.10.2025;"свалка  ООО ""Газпром трансгаз Югорск"" N64°12'18.4798"" E69°02'30.0860""";
